place_id,place_name,Mapin Segment,visitor_count,ID,MusteriKodu,MusteriTrackKod,SonMusteriKodu,PasifNeden,PasifNedenKod,DistSapkodu,DistPanKodu,MusteriBolge1,MusteriBolge2,MusteriBolge3,MusteriBolge4,SatisKanali,lisansNo,SatisHacmi,DiageoSatisHacmi,RutAdi,RutgrupKod,SatisTemsilcisi,StTakipKod,SatisSefi,SonGuncellenmeZamani,DDegeri,RDegeri,HDegeri,BiletEtkinlik,OrtalamaHarcamaTutari,KuverSayisi,IsbirligiDuzeyi,HerseyDahil,KisMevsimi,OtelTipi,YatakSayisi,YillikMisafir,MusteriUnvan,MusteriTabelaAdi,MusteriCesidi,VergiDairesi,VergiNumarasi,Adres,KoordinatX,KoordinatY,MusteriProfili,OTZincir,TAPDKOnayTarihi,MusteriOnSegment,WebServiceCalistirmaTarihi,AcikDonem,MapProfileScore,MapPopulationScore
877614,Façyo Balık,R2-B,425,5442,877614,C163625,877614,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34202046AI,S3,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R2,H0,Etkinlik Yok,500-999 TL,200-399,Düsük,,,,,,FAÇYO BALIK TURZ.VE TIC LTD.STI,FAÇYO RESTAURANT,Balik,SARIYER,8930219748.0,HAYDAR ALIYEV CD.NO:13A-15A TARABYA SARIYER ISTANBUL,'41.14698459,'29.05153859,AB,yok,2013-05-21,B,2025-04-25 11:21:11,YAZ - KIS,78.7211,76.2916
131667,Set Balık Restoran,R2-B,405,5443,131667,C182188,131667,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34200932AI,S1,D3,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R2,H0,Etkinlik Yok,1.000 -1.999 TL,200-399,Yüksek,,,,,,ISERI TURZ.TAN.ORG.GIDA VE DAN.SAN.VE TIC.LTD.STI,SET BALIK,Balik,SARIYER,4820490940.0,KIREÇBURNU MAH. MISIR CAD. NO:8 SARIYER ISTANBUL,'41.14796007,'29.04690599,AB,yok,2003-01-16,B,2025-04-25 11:21:14,YAZ - KIS,79.6745,78.138
900008,Kireçburnu Balıkçısı,R1-A,379,5444,900008,877615,900008,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34203209AI,S2,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,,R1,,Etkinlik Yok,500-999 TL,200-399,Düsük,,,,,,YMS RESTAURANT TURIZM GIDA VE SANAYI TICARET LIMITED SIRKETI - KIREÇBURNU BALIKÇISI,KIRECBURNU BALIKCIS,Balik,SARIYER,9810650355.0,KIRECBURNU MAH KEFELIKOY (HAYDAR ALIYEV) CD  NO:27/44 SARIYER ISTANBUL,'41.14898600,'29.04483700,AB,yok,2016-06-01,A,2025-04-25 11:21:18,YAZ - KIS,92.7618,92.0112
806896,Egeli Meyhane,R3-B,374,5445,806896,123369,806896,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34201645AI,S3,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R3,H0,Etkinlik Var,500-999 TL,100-199,Düsük,,,,,,EGELI RESTAURANT YIGIT USLU,EGELI RESTAURANT,Yeni Nesil Meyhane,SARIYER,8950254588.0,HAYDAR ALIYEV CAD. KIREÇBURNU MAH. NO:60/B SARIYER ISTANBUL,'41.14792800,'29.04636700,C,yok,2010-08-11,B,2025-04-25 11:21:21,YAZ - KIS,77.3831,65.6617
131551,Meydan Pub Restaurant,R3-C,353,5446,131551,C181338,131551,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34201044AI,S2,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,500-999 TL,0-99,Orta,,,,,,FUAT AKDEMIR-MEYDAN PUB,MEYDAN PUB,Geleneksel Meyhane,SARIYER,210219608.0,Yenimahalle Cad. 6/2 Sariyer / ISTANBUL,'41.16794088,'29.05691642,DE,yok,2006-05-29,C,2025-04-25 11:21:25,YAZ - KIS,65.4777,63.9599
1000021646,Mer Balık Kireçburnu,R1-B,339,5447,1000021646,C182192,1000021646,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,3420004122AI,S1,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,,R1,,Etkinlik Yok,500-999 TL,200-399,Yüksek,,,,,,EÇ BALIK REST. TUR. GIDA SAN. VE TIC. LTD. STI.,MER BALIK,Balik,SARIYER,3240942491.0,KIREÇBURNU MAH. HAYDAR ALIYEV CAD. NO:32,'41.15275696,'29.04049000,A+,yok,2021-09-22,B,2025-04-25 11:21:29,YAZ - KIS,78.771,92.1354
895393,Emirgan Fincan,D4-C,330,5448,895393,826913,895393,,,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,SARIYER,MODERN,34203006AI,S5,D4,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,D4,,,Etkinlik Yok,0-499 TL,0-99,Düsük,,,,,,PIYADE GIDA VE TURIZM ISLETMELERI LTD. STI.,FINCAN CAFE EMIRGAN,Modern Pub & Bistro,SARIYER,7300203873.0,EMIRGAN MAH.SAKIP SABANCI CAD.81-1  SARIYER ISTANBUL,'41.10063399,'29.05470792,DE,yok,2015-05-11,C,2025-04-25 11:21:32,YAZ - KIS,64.4451,53.7255
962317,Selamlique Bebek,D5-C,328,5449,962317,1395739,962317,,,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,BESIKTAS,MODERN,34063953AI,S5,D4,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,D5,,,Etkinlik Yok,0-499 TL,0-99,Düsük,,,,,,SELAMLIQUE,HAREMLIK,Modern Pub & Bistro,BEYKOZ,4570521207.0,BEBEK CEVDETPASA CAD. NO:46 BESIKTAS ISTANBUL  BESIKTAS ISTANBUL,'41.07825936,'29.04469114,DE,yok,2019-05-09,C,2025-04-25 11:21:36,YAZ - KIS,64.8606,44.8064
928957,Gizli Kalsın,D2-A,326,5450,928957,1080268,928957,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,SARIYER,MODERN,34202714AI,S3,D3,Presell On Ist.Mod Avr. Sariyer-Kagithane Bölgesi,2750,Mertcan Yalvaç,7379,Hüsamettin Özdemir,,D2,R0,H0,Etkinlik Yok,1.000 -1.999 TL,100-199,Orta,,,,,,GIZLI KALSIN TURIZM ISLETMECILIGI LTD.STI.-PIZZA EMIRGAN,GIZLI KALSIN,Gece Kulübü,SARIYER,3960676995.0,EMIRGAN SAKIP SABANCI CAD. NO:14/B SARIYER ISTANBUL,'41.10983243,'29.05846506,AB,yok,2014-06-25,A,2025-04-25 11:21:39,YAZ - KIS,90.4935,73.8989
719182,Bebek Meyhanesi,D2-B,325,5451,719182,C719182,719182,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,34063795AI,S3,D4,Presell On Ist.Mod Avr. Besiktas Bogaz Bölgesi,2752,Eda Efe,8148,Selim Inal,,D2,R0,H0,Etkinlik Yok,1.000 -1.999 TL,200-399,Düsük,,,,,,Keyif Turizm Otomotiv ve Gida Sanayi Ticaret Limited Sirketi,DIRTY,Modern Pub & Bistro,BESIKTAS,5480434753.0,Bebek mah. Cevdetpasa cad. No:56,'41.07854360,'29.04511700,AB,yok,2018-05-29,B,2025-04-25 11:21:43,YAZ - KIS,81.919,73.958
452793,Mangerie,D3-B,310,5452,452793,84765146834,452793,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,34060866AI,S3,D3,Presell On Ist.Mod Avr. Besiktas Bogaz Bölgesi,2752,Eda Efe,8148,Selim Inal,,D3,,,Etkinlik Yok,500-999 TL,0-99,Yüksek,,,,,,ELIF YALIN YIYECEK VE IÇECEK HIZ.TIC.LTD.STI,MANGERIE,Modern Pub & Bistro,BESIKTAS,3320305459.0,CEVDET PASA CAD.BERRIN AP.NO:69/3 KÜÇÜKBEBEK-BESIKTAS/ISTANBUL,'41.07851800,'29.04466600,AB,yok,2005-03-21,B,2025-04-25 11:21:46,YAZ - KIS,81.3528,67.3844
960284,Paella,R1-A,290,5502,960284,1375428,960284,TAPDK Ruhsati Yok (2023),28.0,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34203717AI,S3,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,,R1,,Etkinlik Yok,1.000 -1.999 TL,200-399,Orta,,,,,,MER BALIK REST. TUR. INS.GIDA VE SAN. TIC. LTD.STI.,PAELLA,Balik,SARIYER,6160205263.0,KIREÇBURNU MAH. HAYDAR ALIYEV CAD. NO:23/1 SARIYER ISTANBUL,'41.14797249,'29.04944009,AB,yok,2019-02-21,A,2025-04-25 11:28:06,,,
703097,La Boom,D2-A,282,5453,703097,C703097,703097,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,SARIYER,MODERN,34202674AI,S3,D3,Presell On Ist.Mod Avr. Sariyer-Kagithane Bölgesi,2750,Mertcan Yalvaç,7379,Hüsamettin Özdemir,,D2,R0,H0,Etkinlik Yok,500-999 TL,200-399,Düsük,,,,,,NEBU TURIZM ISLETMECILIGI LTD. STI. ,La boom,Modern Pub & Bistro,SARIYER,6300414826.0,Emirgan mah. sakip sabanci cad. No :14/A sariyer/st,'41.10964690,'29.05887760,AB,yok,2014-04-11,A,2025-04-25 11:21:53,YAZ - KIS,90.843,76.393
956748,Bebek Hotel,H1,280,5454,956748,C180363,956748,,,1003053,389,Reserve Kanal Md.,Reserve Istanbul 2,Istanbul Avrupa,BESIKTAS,HOTEL,34063915AI,S1,D1,Presell Reserve Ist. 2 Kayikçi Bölgesi,2774,Reserve Istanbul 2 Personel,8159,Reserve Istanbul 2 Saha Müdürü,,,,H1,,,,,,,,,,DEPOT KONAKLMA HIZMETLERI ANONIM SIRKETI,BEBEK OTEL,Ultra Lüks Sehir Otelleri,BEYOGLU,2920641341.0,,'41.07805879,'29.04450766,A+,Reserve,2019-02-28,,2025-04-25 11:22:01,YAZ - KIS,,
131178,Bebek Balıkçı,R1-B,280,5455,131178,C180202,131178,,,1003053,389,Reserve Kanal Md.,Reserve Istanbul Lokal,Istanbul Avrupa,BESIKTAS,TRADITIONAL,34060780AI,S3,D3,Presell Reserve Istanbul Lokal Kayikçi Bölgesi,2773,Reserve Istanbul LokalPersonel,8163,Reserve Ist Lokal Saha Müdürü,,,R1,,Etkinlik Yok,1.000 -1.999 TL,100-199,Orta,,,,,,DEMIRCILER YENI BEBEK RESTAURANT ISLT.VE GIDA SAN.LTD.STI.,BEBEK BALIKÇI,Balik,BESIKTAS,2830000941.0,,'41.07749004,'29.04384816,A+,Reserve,2004-09-20,B,2025-04-25 11:22:04,YAZ - KIS,81.497,91.1982
1000026911,Bebek Bar,D4-B,277,5456,1000026911,C1000026911,1000026911,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,3406004300AI,S5,D4,Presell On Ist.Mod Avr. Besiktas Bogaz Bölgesi,2752,Eda Efe,8148,Selim Inal,,D4,R0,H0,Etkinlik Yok,500-999 TL,100-199,Orta,,,,,,GÜNSU TURISTIK TESIS ISL. SAN.TIC. A.S.,BEBEK BAR,Modern Pub & Bistro,BOGAZIÇI KUR.,4380034678.0,BEBEK MAH. CEVDETPASA CAD. NO:52,'41.07838975,'29.04494839,AB,yok,2022-01-31,B,2025-04-25 11:22:08,YAZ - KIS,74.9621,51.8379
847119,Divan Pastanesi Bebek,D1-A,276,5457,847119,C164024,847119,,,1003053,389,Ulusal On-Trade Kanal MD.,Hospitality,Istanbul Avrupa,BESIKTAS,MODERN,34061390AI,S3,D3,Presell On Hospitality Avrupa1 Kayikçi Bölgesi,2535,Hospitality Yedek,8013,Mehmet Emir Kalkir,,D1,,,Etkinlik Yok,500-999 TL,400+,Yüksek,,,,,,DIVAN TURIZM ISLETMELERI A.S.,DIVAN BEBEK BRASSER,Modern Pub & Bistro,BÜYÜKMÜKELLEFLER,7200416873.0,BEBEK MAH. CEVDET PASA CAD. NO:287A BESIKTAS ISTANBUL,'41.07757300,'29.04395500,A+,Divan,2007-08-09,A,2025-04-25 11:22:11,YAZ - KIS,94.0941,93.0826
861685,Lucca,D1-A,275,5458,861685,C159562,861685,,,1003053,389,Reserve Kanal Md.,Reserve Istanbul 1,Istanbul Avrupa,BESIKTAS,MODERN,34060814AI,S1,D1,Presell Reserve Ist. 1 Kayikçi Bölgesi,2542,Reserve Istanbul 1 Personel,7387,Reserve Istanbul 1 Saha Müdürü,,D1,,,,,,,,,,,,MIRAP TURIZM GIDA ISL. VE TIC.A.S.,LUCCA,Club Bar - Yemekli,BESIKTAS,6210479766.0,BEBEK MAH. CEVDETPASA CAD. NO:51/B BESIKTAS ISTANBUL,'41.07734901,'29.04325308,A+,Reserve,2004-11-30,A,2025-04-25 11:22:14,YAZ - KIS,99.14,99.72
859926,Sarıyer Subay Askeri Gazino Müdürlüğü,R3-C,269,5459,859926,C181337,859926,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34203529AI,S3,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,0-499 TL,200-399,Düsük,,,,,,SUBAY GAZINOSU,SUBAY GAZINOSU,Askeri Birlik-Sosyal Tesis,,6010461326.0,SUBAY GAZINOSU SARIYER ISTANBUL,'41.16620500,'29.05689000,DE,yok,2018-04-06,C,2025-04-25 11:22:18,YAZ - KIS,64.8281,65.3939
253134,Angel Blue,D3-B,255,5460,253134,C159074,253134,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34201175AI,S5,D5,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D4,R3,H0,Etkinlik Yok,500-999 TL,100-199,Orta,,,,,,ANGEL RESTAURANT OTEL VE YAT.ISL.TUR.TIC.A.S.,ANGEL BLUE,Balik,ÜSKÜDAR,680114501.0,RUMELI HISARI BALTALIMANI CD.NO:82 SARIYER-ISTANBUL,'41.09863200,'29.05337600,DE,yok,2007-05-17,B,2025-04-25 11:22:21,YAZ - KIS,77.53,66.75
949343,Halas 71,D4-C,248,5461,949343,1276245,949343,,,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,SARIYER,MODERN,34284518AI,S4,D3,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,D4,,,Etkinlik Yok,0-499 TL,100-199,Orta,,,,,,ILTUR GEMICILIK VE YAT ISLETMELERI. SAN. TIC. A.S.,HALAS GEMISI,Tekne-Event Hall-Catering,GÖZTEPE,4730332973.0,ZEKERIYAKÖY MAHALLESI 5.CADDE NO:7/5 KADIKOY ISTANBUL,'40.97774200,'29.03941600,DE,yok,2007-04-18,C,2025-04-25 11:22:25,YAZ - KIS,,
672213,Osmani,R4-B,246,5462,672213,454281175143,672213,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34201393AI,S5,D4,Presell On Ist.Tra Avr Sariyer Bölgesi,2762,Samet Sahin,7377,Ümit Erdik,,D0,R4,H0,Etkinlik Yok,500-999 TL,0-99,Orta,,,,,,YEDIRENK TURIZM REKLAM INS.,OSMANI,Kebap,SARIYER,9460223971.0,PINAR MAH.ISTINYE BAYIRI CD.ENKA OLUKKARI KARSISI ABC YOLU NO/P009 SARIYER/IST,'41.11090695,'29.03457270,AB,yok,2008-09-23,B,2025-04-25 11:22:28,YAZ - KIS,74.2242,52.0515
463298,Rumelihisarı İskele Restaurant,R2-B,232,5463,463298,C182914,463298,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34200815AI,S2,D3,Presell On Ist.Tra Avr Etiler Bölgesi,2763,Volkan Çinar,7383,Ümit Erdik,,D0,R2,H0,Etkinlik Yok,1.000 -1.999 TL,100-199,Yüksek,,,,,,ISKELE RESTAURANT-TURAN PEKGÖZ VE ORTAKLARI,ISKELE RESTAURANT,Balik,SARIYER,7260258105.0,,'41.08812399,'29.05682400,A+,yok,2005-03-31,B,2025-04-25 11:22:32,YAZ - KIS,78.4135,79.6314
1000022901,Risala Bebek,D4-B,231,5464,1000022901,C1000022901,1000022901,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,3406004275AI,S5,D4,Presell On Ist.Mod Avr. Besiktas Bogaz Bölgesi,2752,Eda Efe,8148,Selim Inal,,D4,,,Etkinlik Yok,500-999 TL,0-99,Düsük,,,,,,RISALA GIDA REST. EGLENCE HIZ. LTD. STI.,BLACK EAGLE,Kokteyl Bar,BESIKTAS,7351476185.0,BEBEK BEBEK HAMAMI SOK. NO:2/1,'41.07731859,'29.04298330,AB,yok,2021-10-25,B,2025-04-25 11:22:35,YAZ - KIS,78.0475,50.1948
1000014295,Aşina Bebek,D3-B,231,5465,1000014295,C1000014295,1000014295,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,BESIKTAS,TRADITIONAL,3406004349AI,S5,D4,Presell On Ist.Tra Avr Etiler Bölgesi,2763,Volkan Çinar,7383,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,1.000 -1.999 TL,100-199,Düsük,,,,,,KEMAL YILDIRIM,21 OCAKBASI,Kebap,BESIKTAS,,BEBEK MAH. MANOLYA SOK NO1,'41.07737500,'29.04273900,AB,yok,2022-05-12,B,2025-04-25 11:22:39,YAZ - KIS,78.3,63.52
895991,Kiss The Frog,R3-A,227,5466,895991,349369,895991,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,SARIYER,TRADITIONAL,34203016AI,S3,D3,Presell On Ist.Tra Avr Etiler Bölgesi,2763,Volkan Çinar,7383,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,1.000 -1.999 TL,100-199,Orta,,,,,,DÖRT F GIDA IÇ VE DIS TIC.AS-KISS THE FROG,KARKAS ET KEBAP,Kebap,SARIYER,3130605970.0,RUMELI HISARI MAH.YAHYA KEMAL CAD.NO.4 SARIYER ISTANBUL,'41.08827400,'29.05660500,A+,yok,2015-05-21,A,2025-04-25 11:22:42,YAZ - KIS,92.4982,65.4193
948351,marina türkü evi,R4-C,215,5503,948351,1266184,948351,TAPDK Ruhsati Yok (2023),28.0,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,SARIYER,TRADITIONAL,34201678AI,S5,D4,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,,R4,,Etkinlik Yok,500-999 TL,0-99,Düsük,,,,,,KÖY IÇKILI LOKANTA,Sahne Marina Restaurant,Askeri Birlik-Sosyal Tesis,SARIYER,,ISTINYE MAHALLESI DERE SOK. NO:9 SARIYER ISTANBUL,'41.11435955,'29.05372665,DE,yok,2011-01-07,C,2025-04-25 11:28:13,,,
877685,KÖRFEZ RESTAURANT,R4-C,207,5467,877685,667784,877685,,,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,SARIYER,TRADITIONAL,34202540AI,S3,D4,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,,R4,,Etkinlik Yok,500-999 TL,100-199,Orta,,,,,,KÖRFEZ RESTAURANT ALI KABIL,KÖRFEZ RESTAURANT,Geleneksel Meyhane,,,ISTINYE MAH.DERE SK.NO:20/A         SARIYER ISTANBUL,'41.11413200,'29.05332900,C,yok,2014-03-26,C,2025-04-25 11:22:49,YAZ - KIS,64.136,50.7762
949645,Hilton Istanbul Maslak,H1,204,5468,949645,1278866,949645,,,1003053,389,Ulusal On-Trade Kanal MD.,Hospitality,Istanbul Avrupa,SARIYER,HOTEL,34203624AI,S3,D3,Presell On Hospitality Avrupa1 Kayikçi Bölgesi,2535,Hospitality Yedek,8013,Mehmet Emir Kalkir,,D0,R0,H1,,2.000+ TL,,Yüksek,Hayir,Evet,5 / 5+,,10K-50K,SUMMA TURUZM. YARATIMCILIGI A.S.,HILTON ISTANBUL MAS,"Banket, Event, Etkinlik Oteli",KAVAKLIDERE,7820053504.0,MASLAK MAH. BÜYÜKDERE CAD. SARIYER ISTANBUL,'41.10891468,'29.02302571,A+,yok,2018-07-18,,2025-04-25 11:22:53,YAZ - KIS,,
808623,HABİTAT MEYHANESİ,D4-C,202,5469,808623,140269,808623,,,1003053,389,Telesales Kanal Md.,Telesales OnTrade,Istanbul Avrupa,SARIYER,MODERN,34201551AI,S3,D4,Presell Kayikçi Telesell OnTrade Bölgesi,2654,Kayikçi Telesell Ontrade,7735,Telesell Sef,,D4,R0,H0,Etkinlik Yok,500-999 TL,0-99,Düsük,,,,,,EFES PINARI MEYHANESI,HABITAT,Modern Pub & Bistro,SARIYER,1975123948.0,ISTINYE DERE SK. NO:12 SARIYER ISTANBUL,'41.11405902,'29.05335612,C,yok,2010-01-20,C,2025-04-25 11:22:57,YAZ - KIS,64.9525,54.3941
1000011166,"Six Senses Kocataş Mansions, İstanbul",H1,199,5504,1000011166,C1000011166,1000011166,TAPDK Ruhsati Yok (2023),28.0,1003053,389,Ulusal On-Trade Kanal MD.,Hospitality,Istanbul Avrupa,SARIYER,HOTEL,34203921AI,S3,D2,Presell On Hospitality Avrupa1 Kayikçi Bölgesi,2535,Hospitality Yedek,8013,Mehmet Emir Kalkir,,,,H1,,500-999 TL,,Yüksek,Hayir,Evet,5 / 5+,,10K-50K,ALEM GAYRIMENKUL YATIRIM VE TURZ. AS.,SIX SENSES HOTEL,Business,SARIYER,510215505.0,MERKEZ MH. MESERBURNU CD. NO:5 ,'41.16532474,'29.05348814,AB,yok,2020-05-22,,2025-04-25 11:28:17,,,
709760,MiniBar Istanbul,D3-B,197,5470,709760,C709760,709760,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,3406004455AI,S1,D1,Presell On Ist.Mod Avr. Besiktas Merkez Bölgesi,2756,Beste Tunçay,7412,Selim Inal,,D3,,H0,Etkinlik Yok,1.000 -1.999 TL,0-99,Yüksek,,,,,,MINIBAR GIDA SAN. TIC. LTD. STI.,MINIBAR,Kokteyl Bar,BESIKTAS,6211105968.0,,'41.06021560,'29.03654090,A+,yok,2023-07-21,B,2025-04-25 11:23:04,YAZ - KIS,78.9037,65.1903
958591,Arada Meyhane& Bebek Kasap,R3-C,194,5471,958591,1013672,958591,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,BESIKTAS,TRADITIONAL,34063939AI,S2,D2,Presell On Ist.Tra Avr Etiler Bölgesi,2763,Volkan Çinar,7383,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,1.000 -1.999 TL,0-99,Orta,,,,,,BEBEK KASAP STEAKHOUSE,BEBEK KASAP,Kebap,BESIKTAS,,CEVDETPASA CADDESI GERMENCIK SOKAK NO4B BEBEK MAHALLESI BESIKTAS ISTANBUL,'41.07787590,'29.04359300,C,yok,2019-04-17,C,2025-04-25 11:23:07,YAZ - KIS,66.3543,64.6736
969995,Alaf 2tek,R2-B,191,5472,969995,1451157,969995,,,1003053,389,Reserve Kanal Md.,Reserve Istanbul Lokal,Istanbul Avrupa,BESIKTAS,TRADITIONAL,34064055AI,S2,D5,Presell Reserve Istanbul Lokal Kayikçi Bölgesi,2773,Reserve Istanbul LokalPersonel,8163,Reserve Ist Lokal Saha Müdürü,,D0,R2,H0,Etkinlik Yok,500-999 TL,0-99,Yüksek,,,,,,ALAF SOKAK YEME IÇME HIZMETLERI SANAYI TIC. LTD. STI. ALAF 2 TEK,ALAF 2TEK,Kebap,BESIKTAS,471870669.0,KURUÇESME ARNAVUTKÖY CAD. NO:19B/ BESIKTAS ISTANBUL,'41.06032868,'29.03661340,C,Reserve,2020-02-04,B,2025-04-25 11:23:11,YAZ - KIS,77.089,72.911
1000012503,Goose No.25,D4-B,190,5473,1000012503,C1000012503,1000012503,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Modern OT,Istanbul Avrupa,BESIKTAS,MODERN,34064125AI,S3,D3,Presell On Ist.Mod Avr. Besiktas Merkez Bölgesi,2756,Beste Tunçay,7412,Selim Inal,,D4,R0,H0,Etkinlik Yok,500-999 TL,0-99,Orta,,,,,,BOS GRUP TURIZM GIDA ISL. SAN. TIC. AS.,GOOSE 25,Kokteyl Bar,BESIKTAS,1800447841.0,KURUÇESME MAH. ARNAVUTKÖY KURUÇESME CAD. NO:25/B,'41.06033302,'29.03655493,AB,yok,2020-09-04,A,2025-04-25 11:23:15,YAZ - KIS,89320.0,54905.0
969651,Alaf,R2-A,189,5474,969651,1448335,969651,,,1003053,389,Reserve Kanal Md.,Reserve Istanbul Lokal,Istanbul Avrupa,BESIKTAS,TRADITIONAL,34064056AI,S2,D2,Presell Reserve Istanbul Lokal Kayikçi Bölgesi,2773,Reserve Istanbul LokalPersonel,8163,Reserve Ist Lokal Saha Müdürü,,,R2,,,,,,,,,,,ALAF RESTORANT GIDA VE TURIZM HIZ.SAN.TIC.LTD.STI.,ALAF,Türk/Osmanli/Et ve Kebap Rest.,BESIKTAS,471870694.0,KURUÇESME ARNAVUTKÖY CAD. NO:19B BESIKTAS ISTANBUL,'41.06035029,'29.03662162,AB,Reserve,2020-02-04,A,2025-04-25 11:23:19,YAZ - KIS,99.7,83.31
1000020990,Ay Balik,R3-C,187,5475,1000020990,C1000020990,1000020990,,,1003053,389,Ulusal On-Trade Kanal MD.,Istanbul Heritage,Istanbul Avrupa,BESIKTAS,TRADITIONAL,3406004255AI,S3,D3,Presell On Ist.Tra Avr Besiktas Bölgesi,2757,Emre Odabas,7893,Ümit Erdik,,D0,R3,H0,Etkinlik Yok,500-999 TL,0-99,Düsük,,,,,,MAVI KÖSE GIDA TUR. VE DAY. YÜK. MALL. PAZ. TIC. LTD. STI.,AYBALIK,Balik,BESIKTAS,6130028740.0,,'41.06007466,'29.03631858,C,yok,2021-08-24,C,2025-04-25 11:23:23,YAZ - KIS,64.5254,63.1076
